,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,38.259026527404785,0.8410183604709213,0.5135531902313233,0.08093840551839959,8,{'model__min_samples_split': 8},0.8234353442869685,0.7996989840712404,0.8247209331493791,0.7714726339974192,0.8566707581909169,0.8151997307391848,0.028392452801666024,1
1,37.51248865127563,0.7056979878005032,0.4832714557647705,0.05281631489920063,16,{'model__min_samples_split': 16},0.8202684058698106,0.7976294995610185,0.8261005894895271,0.7701192836685236,0.852705126994618,0.8133645811166996,0.027839884333136732,4
2,38.632117891311644,1.818387909010106,0.40141048431396487,0.14865722184640415,12,{'model__min_samples_split': 12},0.8186065470964505,0.7970650946945941,0.8252226263639785,0.7717558933685834,0.8526421804676926,0.8130584683982598,0.02722979575376645,5
3,39.45725784301758,1.899556525558801,0.29016871452331544,0.16801394870209033,9,{'model__min_samples_split': 9},0.8212404364730967,0.7967201806095572,0.8244073748902546,0.7743996474994493,0.8511629370849464,0.813586115311461,0.026106492827892805,3
4,36.218355655670166,6.910164620007957,0.16484375,0.03307445964954358,8,{'model__min_samples_split': 8},0.8234353442869685,0.7996989840712404,0.8247209331493791,0.7714726339974192,0.8566707581909169,0.8151997307391848,0.028392452801666024,1
