mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__C,param_model__l1_ratio,param_model__penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,rank_train_score,search_type
1.352301549911499,0.1673969922954179,0.22643542289733887,0.14271880940763212,0.41000000000000003,0.8,elasticnet,"OrderedDict({'model__C': 0.41000000000000003, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7590304778627869,0.8045904929135833,0.7865608930139218,0.8049601863217198,0.7929373996789727,0.7896158899581969,0.016825688876024557,25,0.8280197125579204,0.8156483154009266,0.8195495955391502,0.8197592762595235,0.8172013903600658,0.8200356580235173,0.0042740991776651065,40,BayesSearchCV
1.504845094680786,0.14106719964975586,0.22182393074035645,0.10117261391609371,0.8350000000000001,0.8,elasticnet,"OrderedDict({'model__C': 0.8350000000000001, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.751034742255111,0.8097642041891384,0.786498181362097,0.8008371888081075,0.7998300443773015,0.789592872198351,0.02066118815855595,26,0.8387025838372733,0.8261152124401163,0.8316794942275976,0.8315110357868638,0.8291316526610644,0.831427995790583,0.004159053667634867,15,BayesSearchCV
1.174859380722046,0.2938444499625384,0.23972148895263673,0.12999832485543983,0.445,0.8,elasticnet,"OrderedDict({'model__C': 0.445, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7586542079518375,0.8057193026464318,0.7866236046657469,0.8045195606332421,0.794227803480943,0.7899488958756402,0.01714487740036754,20,0.8294667399670149,0.8171130134296709,0.8209553915023954,0.8215599965476386,0.8187137600138095,0.8215617802921059,0.004260489270256552,37,BayesSearchCV
0.8734201908111572,0.05942762468196,0.19099583625793456,0.06364635951613516,0.81,0.2,elasticnet,"OrderedDict({'model__C': 0.81, 'model__l1_ratio': 0.2, 'model__penalty': 'elasticnet'})",0.7476169572306535,0.8152828295497304,0.784146494418663,0.7978472287791522,0.7946684291694206,0.7879123878295239,0.022500621856163774,44,0.8416614309275111,0.8285007460928298,0.8347306212204507,0.8343376566312799,0.8324290500513932,0.834331900984693,0.00427794878846856,1,BayesSearchCV
0.6894073486328125,0.06684111413186399,0.09197325706481933,0.041802728274252125,0.8,0.5,elasticnet,"OrderedDict({'model__C': 0.8, 'model__l1_ratio': 0.5, 'model__penalty': 'elasticnet'})",0.7488398344412392,0.8127430076508215,0.7848363225887369,0.7992949988984357,0.7966827180310326,0.7884793763220532,0.0217143336678428,38,0.8402850859970157,0.8272049006518495,0.8332521793764234,0.8328350948222425,0.8308735258809405,0.8328901573456943,0.004271018794852069,8,BayesSearchCV
0.47806463241577146,0.01163396587627122,0.02021055221557617,0.0011700604828416767,0.735,0.8,elasticnet,"OrderedDict({'model__C': 0.735, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7546093064091308,0.8086353944562901,0.7874388561394706,0.8017184401850629,0.7989487930003463,0.7902701580380601,0.019096472904517964,8,0.8370003141443494,0.8246190999764391,0.8296277389460457,0.8298848951345245,0.8271916609781167,0.8296647418358951,0.00413364460214761,22,BayesSearchCV
0.24481306076049805,0.03697372407321931,0.018605995178222656,0.0013545602411823474,0.615,0.8,elasticnet,"OrderedDict({'model__C': 0.615, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7580584472595009,0.8071303148124921,0.7871252978803461,0.8024108519812418,0.7974695496175999,0.7904388923102361,0.017497626555713623,1,0.8342240634571586,0.8222158957040759,0.8267415377365899,0.8270582742901083,0.8240021498795596,0.8268483842134984,0.00409919782379115,29,BayesSearchCV
0.2550362586975098,0.038906449687056095,0.019259309768676756,0.0005088879026766199,0.545,0.8,elasticnet,"OrderedDict({'model__C': 0.545, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7584347171704503,0.8065031982942431,0.7864354697102721,0.8034179964120479,0.796053252761779,0.7901689268697585,0.017308785777806857,11,0.8326513783083327,0.8205391502395352,0.8248115133904028,0.8252202841921084,0.8221896601777967,0.8250823972616352,0.004156702690897925,32,BayesSearchCV
0.2649352550506592,0.01958949551307711,0.018785905838012696,0.0012023027215218459,0.9550000000000001,0.8,elasticnet,"OrderedDict({'model__C': 0.9550000000000001, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7480559387934278,0.8102345415778252,0.7856515740624608,0.7996097315330626,0.798571113838794,0.788424579961114,0.021638165091246345,39,0.8407582659231916,0.8275111913924449,0.833456373203487,0.8328370563911838,0.8311226451364858,0.8331371064093587,0.004335504760278004,6,BayesSearchCV
0.031616592407226564,0.0037914124493420953,0.018651866912841798,0.0007885821079065832,0.005,0.8,elasticnet,"OrderedDict({'model__C': 0.005, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,0.5,0.5,0.5,0.5,0.5,0.5,0.0,59,BayesSearchCV
0.2911707401275635,0.05399290651224827,0.020160150527954102,0.0013599787682373582,0.395,0.8,elasticnet,"OrderedDict({'model__C': 0.395, 'model__l1_ratio': 0.8, 'model__penalty': 'elasticnet'})",0.7583720055186254,0.8034930390066475,0.7859024206697606,0.8038900953639884,0.7927170868347339,0.788874929478751,0.01669233767101324,30,0.8272932537500983,0.8149729050498704,0.8190292939605748,0.8190629192853611,0.816463840438136,0.8193644424968081,0.004260713135833273,41,BayesSearchCV
