mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score,search_type
2.195869874954224,0.07046658852005908,0.09258947372436524,0.00559624517680584,1000,5,4,,False,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': False}",0.8189300411522634,0.8627906976744186,0.8430232558139534,0.8055232558139536,0.8636904761904761,0.838791545329013,0.02330271177520384,16,0.9980994152046784,0.9989554700384827,0.9984057174271578,0.9985523181235111,0.9985061303310196,0.9985038102249699,0.0002755040891437366,RandomizedSearchCV
0.9892240524291992,0.16963969350485103,0.031958150863647464,0.004633211224289497,300,2,2,10,True,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': 10, 'bootstrap': True}",0.8256907701352145,0.8651162790697674,0.8334302325581395,0.8023255813953488,0.8681547619047618,0.8389435250126465,0.024840350706025187,14,0.9984283625730994,0.9991753710830127,0.9984057174271578,0.9988638446032618,0.9984696944854348,0.9986685980343932,0.00030375057457520055,RandomizedSearchCV
0.15854926109313966,0.021894869195018797,0.010303688049316407,0.0019356360859349062,50,2,2,,True,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.8202527924750148,0.8470930232558139,0.8264534883720931,0.801889534883721,0.863095238095238,0.831756815416376,0.02130642285736277,43,0.9989583333333333,0.9991020707348359,0.998204141469672,0.9986622686457761,0.9986336557905667,0.9987120939948368,0.00030963415660517824,RandomizedSearchCV
0.15514006614685058,0.04385260851671626,0.009903144836425782,0.004104775559436064,50,10,2,5,True,"{'n_estimators': 50, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': 5, 'bootstrap': True}",0.8159905937683716,0.8622093023255814,0.8392441860465116,0.7982558139534883,0.8690476190476191,0.8369495030283144,0.026870390895060627,25,0.9374634502923976,0.9355140186915889,0.9427890782481217,0.9450430639545538,0.9381137162740705,0.9397846654921465,0.003552345303760927,RandomizedSearchCV
0.5179831981658936,0.058217039008877536,0.023061227798461915,0.002225017077535166,200,10,1,,False,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_depth': None, 'bootstrap': False}",0.8112874779541446,0.8723837209302325,0.8366279069767442,0.797093023255814,0.8657738095238096,0.8366331877281489,0.029438431008478375,27,0.9999634502923976,1.0,0.9999633498259116,0.9999266996518233,1.0,0.9999706999540265,2.7421137682836405e-05,RandomizedSearchCV
3.8796337127685545,0.43721210713830144,0.18172001838684082,0.070124619749236,1500,2,1,10,False,"{'n_estimators': 1500, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_depth': 10, 'bootstrap': False}",0.8159905937683715,0.8651162790697674,0.8284883720930233,0.8005813953488373,0.8669642857142857,0.8354281851988571,0.026518628481959745,33,1.0,1.0,1.0,1.0,1.0,1.0,0.0,RandomizedSearchCV
0.11510291099548339,0.008724145056848868,0.007921361923217773,0.0012959761195093231,50,2,4,,False,"{'n_estimators': 50, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': None, 'bootstrap': False}",0.8127572016460906,0.8601744186046512,0.8215116279069768,0.8069767441860465,0.8529761904761906,0.830879236563991,0.021605427310690033,46,0.9972404970760235,0.9986805937328201,0.9981491662085394,0.9982591167308044,0.9983057331803029,0.9981270213856981,0.0004779634241342279,RandomizedSearchCV
2.5114768028259276,0.09453914379504859,0.08147282600402832,0.005633752006270436,1000,5,4,20,True,"{'n_estimators': 1000, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",0.8265726043503822,0.8627906976744185,0.8386627906976744,0.8066860465116278,0.8642857142857143,0.8397995707039634,0.021913071619540585,8,0.9818713450292398,0.984313725490196,0.9829026937877955,0.9835807220084295,0.9820189102038586,0.9829374793039038,0.0009262220314278459,RandomizedSearchCV
0.8639555931091308,0.07715844448626462,0.03653707504272461,0.010982600690119691,300,10,2,,True,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_depth': None, 'bootstrap': True}",0.8221634332745443,0.865406976744186,0.8337209302325581,0.804360465116279,0.8654761904761905,0.8382255991687515,0.024110390014817566,17,0.9877923976608187,0.9888216969030603,0.9864577606743632,0.9884002199010445,0.987010621048988,0.9876965392376549,0.0008689523779535587,RandomizedSearchCV
3.1387381076812746,0.5514315447192444,0.09339022636413574,0.00816953950433002,1000,2,4,20,True,"{'n_estimators': 1000, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_depth': 20, 'bootstrap': True}",0.8265726043503822,0.8627906976744185,0.8386627906976744,0.8066860465116278,0.8642857142857143,0.8397995707039634,0.021913071619540585,8,0.9818713450292398,0.984313725490196,0.9829026937877955,0.9835807220084295,0.9820189102038586,0.9829374793039038,0.0009262220314278459,RandomizedSearchCV
